,SmsId,SenderPhoneNumber,Sender,text,timestamp,month_name,day_name,month,day,hour,weekday,week,year,polarity,subjectivity,negativity,neutrality,positivity,compound,nouns,tags,word_count
376,377,88022,Trump,"Pres Trump: What a night - I just stepped off the rally stage! I'm reviewing a printed Donor List when I get to my office. Donate: bit.ly/3jsQaaa

Stop2End",2021-07-04 02:54:31.344871936,July,Sunday,7,4,2,6,26,2021,0.0,0.0,0.0,1.0,0.0,0.0,"['pres trump', 'rally stage', 'donor list', 'donate', 'stop2end']","[('Pres', 'NNS'), ('Trump', 'VBP'), ('What', 'WP'), ('a', 'DT'), ('night', 'NN'), ('I', 'PRP'), ('just', 'RB'), ('stepped', 'VBD'), ('off', 'RP'), ('the', 'DT'), ('rally', 'NN'), ('stage', 'NN'), ('I', 'PRP'), (""'m"", 'VBP'), ('reviewing', 'VBG'), ('a', 'DT'), ('printed', 'VBN'), ('Donor', 'NNP'), ('List', 'NNP'), ('when', 'WRB'), ('I', 'PRP'), ('get', 'VBP'), ('to', 'TO'), ('my', 'PRP$'), ('office', 'NN'), ('Donate', 'NN'), ('bit.ly/3jsQaaa', 'NN'), ('Stop2End', 'NN')]",28.0
377,378,43367,Biden,"Pres. Biden: Happy July Fourth! America is on the move again because of committed Democrats like you. Thank you, Corey.

STOP2quit",2021-07-04 15:26:00.502003968,July,Sunday,7,4,15,6,26,2021,0.4,0.5,0.0,0.605,0.395,0.8777,"['pres', 'biden', 'happy july fourth', 'america', 'thank', 'corey', 'stop2quit']","[('Pres', 'NNS'), ('Biden', 'NNP'), ('Happy', 'JJ'), ('July', 'NNP'), ('Fourth', 'NNP'), ('America', 'NNP'), ('is', 'VBZ'), ('on', 'IN'), ('the', 'DT'), ('move', 'NN'), ('again', 'RB'), ('because', 'IN'), ('of', 'IN'), ('committed', 'JJ'), ('Democrats', 'NNPS'), ('like', 'IN'), ('you', 'PRP'), ('Thank', 'NNP'), ('you', 'PRP'), ('Corey', 'NNP'), ('STOP2quit', 'NN')]",21.0
378,379,88022,Trump,"President Trump: As soon as I walked off stage last night I signed (1) photo for YOU, Corey. Do you want it? Claim NOW: bit.ly/2UTKMCN

Stop2End",2021-07-04 16:03:33.288454016,July,Sunday,7,4,16,6,26,2021,0.0,0.0666666666666667,0.0,0.951,0.049,0.0772,"['trump', 'you', 'corey', 'claim now', 'stop2end']","[('President', 'NNP'), ('Trump', 'NNP'), ('As', 'RB'), ('soon', 'RB'), ('as', 'IN'), ('I', 'PRP'), ('walked', 'VBD'), ('off', 'RP'), ('stage', 'NN'), ('last', 'JJ'), ('night', 'NN'), ('I', 'PRP'), ('signed', 'VBD'), ('1', 'CD'), ('photo', 'NN'), ('for', 'IN'), ('YOU', 'NNP'), ('Corey', 'NNP'), ('Do', 'VBP'), ('you', 'PRP'), ('want', 'VB'), ('it', 'PRP'), ('Claim', 'NN'), ('NOW', 'NNP'), ('bit.ly/2UTKMCN', 'NN'), ('Stop2End', 'NN')]",26.0
379,380,88022,Trump,"Pres. Trump: Incredible! You won the 4th of July 500%-IMPACT, Corey! Only my most patriotic supporters qualify. Claim NOW: bit.ly/2UllEo4

Stop2End",2021-07-04 19:34:22.784907008,July,Sunday,7,4,19,6,26,2021,0.5,0.8,0.0,0.711,0.289,0.829,"['pres', 'trump', 'incredible', 'july', '% -impact', 'corey', 'patriotic supporters', 'claim now', 'stop2end']","[('Pres', 'NNS'), ('Trump', 'NN'), ('Incredible', 'JJ'), ('You', 'PRP'), ('won', 'VBD'), ('the', 'DT'), ('4th', 'CD'), ('of', 'IN'), ('July', 'NNP'), ('500', 'CD'), ('%', 'NN'), ('-IMPACT', 'NN'), ('Corey', 'NNP'), ('Only', 'RB'), ('my', 'PRP$'), ('most', 'JJS'), ('patriotic', 'JJ'), ('supporters', 'NNS'), ('qualify', 'VBP'), ('Claim', 'NN'), ('NOW', 'NNP'), ('bit.ly/2UllEo4', 'NN'), ('Stop2End', 'NN')]",21.0
380,381,88022,Trump,"TRUMP WELCOME MATS: UNCLAIMED

President Trump wants to send you (1) of our LIMITED-EDITION Trump Welcome Mats. Donate & claim NOW: bit.ly/3dMYwWB

Stop2End",2021-07-05 19:35:54.823263104,July,Monday,7,5,19,0,27,2021,0.6,0.633333333333333,0.0,0.757,0.243,0.7739,"['trump welcome mats', 'unclaimed', 'trump', 'limited-edition trump welcome mats', 'donate', 'now', 'stop2end']","[('TRUMP', 'NNP'), ('WELCOME', 'NNP'), ('MATS', 'NNP'), ('UNCLAIMED', 'NNP'), ('President', 'NNP'), ('Trump', 'NNP'), ('wants', 'VBZ'), ('to', 'TO'), ('send', 'VB'), ('you', 'PRP'), ('1', 'CD'), ('of', 'IN'), ('our', 'PRP$'), ('LIMITED-EDITION', 'JJ'), ('Trump', 'NNP'), ('Welcome', 'NNP'), ('Mats', 'NNP'), ('Donate', 'NNP'), ('&', 'CC'), ('claim', 'NN'), ('NOW', 'NN'), ('bit.ly/3dMYwWB', 'NN'), ('Stop2End', 'NN')]",23.0
381,382,88022,Trump,"Pres. Trump & Don Jr: We're BOTH texting you because it's critical. We EXTENDED your 400%-IMPACT offer. We need your help! Donate NOW: bit.ly/3ybQHl4

Stop2End",2021-07-05 23:41:59.227185920,July,Monday,7,5,23,0,27,2021,0.0,0.8,0.081,0.813,0.106,0.1759,"['pres', 'trump', 'don jr', 'both', 'extended', '% -impact', 'donate now', 'stop2end']","[('Pres', 'NNS'), ('Trump', 'NNP'), ('&', 'CC'), ('Don', 'NNP'), ('Jr', 'NNP'), ('We', 'PRP'), (""'re"", 'VBP'), ('BOTH', 'DT'), ('texting', 'VBG'), ('you', 'PRP'), ('because', 'IN'), ('it', 'PRP'), (""'s"", 'VBZ'), ('critical', 'JJ'), ('We', 'PRP'), ('EXTENDED', 'VBP'), ('your', 'PRP$'), ('400', 'CD'), ('%', 'NN'), ('-IMPACT', 'NN'), ('offer', 'NN'), ('We', 'PRP'), ('need', 'VBP'), ('your', 'PRP$'), ('help', 'NN'), ('Donate', 'NN'), ('NOW', 'NN'), ('bit.ly/3ybQHl4', 'NN'), ('Stop2End', 'NN')]",25.0
382,383,43367,Biden,"ICYMI: The DNC launched an ad to remind folks America is back. Watch it and rush $20 to blanket the airwaves and elect Dems: txt.democrats.org/9e0

STOP2quit",2021-07-06 17:36:11.005888000,July,Tuesday,7,6,17,1,27,2021,0.4,0.45,0.0,0.943,0.057,0.128,"['icymi', 'dnc', 'remind folks', 'america', 'watch', 'rush $', 'dems', 'stop2quit']","[('ICYMI', 'NN'), ('The', 'DT'), ('DNC', 'NNP'), ('launched', 'VBD'), ('an', 'DT'), ('ad', 'NN'), ('to', 'TO'), ('remind', 'VB'), ('folks', 'NNS'), ('America', 'NNP'), ('is', 'VBZ'), ('back', 'RB'), ('Watch', 'VB'), ('it', 'PRP'), ('and', 'CC'), ('rush', 'VB'), ('20', 'CD'), ('to', 'TO'), ('blanket', 'VB'), ('the', 'DT'), ('airwaves', 'NNS'), ('and', 'CC'), ('elect', 'JJ'), ('Dems', 'NNS'), ('txt.democrats.org/9e0', 'NN'), ('STOP2quit', 'NN')]",26.0
383,384,88022,Trump,"President Trump: I need YOUR input, Corey. This is the ONLY way to make sure I hear your voice. Take the survey: bit.ly/2VcCA0K

Stop2End",2021-07-06 19:19:06.080157952,July,Tuesday,7,6,19,1,27,2021,0.25,0.944444444444444,0.0,0.909,0.091,0.3182,"['trump', 'your', 'corey', 'only', 'stop2end']","[('President', 'NNP'), ('Trump', 'NNP'), ('I', 'PRP'), ('need', 'VBP'), ('YOUR', 'JJ'), ('input', 'NN'), ('Corey', 'NNP'), ('This', 'DT'), ('is', 'VBZ'), ('the', 'DT'), ('ONLY', 'JJ'), ('way', 'NN'), ('to', 'TO'), ('make', 'VB'), ('sure', 'JJ'), ('I', 'PRP'), ('hear', 'VBP'), ('your', 'PRP$'), ('voice', 'NN'), ('Take', 'VB'), ('the', 'DT'), ('survey', 'NN'), ('bit.ly/2VcCA0K', 'NN'), ('Stop2End', 'NN')]",24.0
384,385,88022,Trump,"LAST CHANCE! Pres Trump EXTENDED your 400%-Impact Offer. We need YOU to SAVE AMERICA. 1 HOUR to get on the Donor List! Donate NOW: bit.ly/3havWRa

Stop2End",2021-07-06 21:11:42.315412096,July,Tuesday,7,6,21,1,27,2021,0.0,0.0666666666666667,0.0,0.768,0.232,0.8047,"['last chance', 'pres trump extended', '% -impact', 'offer', 'you', 'save america', 'hour', 'donor list', 'donate now', 'stop2end']","[('LAST', 'JJ'), ('CHANCE', 'NN'), ('Pres', 'NNS'), ('Trump', 'NNP'), ('EXTENDED', 'NNP'), ('your', 'PRP$'), ('400', 'CD'), ('%', 'NN'), ('-Impact', 'NN'), ('Offer', 'NNP'), ('We', 'PRP'), ('need', 'VBP'), ('YOU', 'PRP'), ('to', 'TO'), ('SAVE', 'NNP'), ('AMERICA', 'NNP'), ('1', 'CD'), ('HOUR', 'NNP'), ('to', 'TO'), ('get', 'VB'), ('on', 'IN'), ('the', 'DT'), ('Donor', 'NNP'), ('List', 'NN'), ('Donate', 'NN'), ('NOW', 'NN'), ('bit.ly/3havWRa', 'NN'), ('Stop2End', 'NN')]",26.0
385,386,88022,Trump,"Pres Trump: I am SUING Facebook & Twitter for UNCONSTITUTIONAL CENSORSHIP. For a short time, 5X-IMPACT on all gifts! Donate NOW: bit.ly/3hiWKi5

Stop2End",2021-07-07 16:57:58.427783040,July,Wednesday,7,7,16,2,27,2021,0.0,0.3,0.124,0.876,0.0,-0.481,"['pres trump', 'suing facebook', 'twitter', 'unconstitutional censorship', 'short time', 'donate now', 'stop2end']","[('Pres', 'NNS'), ('Trump', 'VBP'), ('I', 'PRP'), ('am', 'VBP'), ('SUING', 'NNP'), ('Facebook', 'NNP'), ('&', 'CC'), ('Twitter', 'NNP'), ('for', 'IN'), ('UNCONSTITUTIONAL', 'NNP'), ('CENSORSHIP', 'NNP'), ('For', 'IN'), ('a', 'DT'), ('short', 'JJ'), ('time', 'NN'), ('5X-IMPACT', 'JJ'), ('on', 'IN'), ('all', 'DT'), ('gifts', 'NNS'), ('Donate', 'NN'), ('NOW', 'NN'), ('bit.ly/3hiWKi5', 'NN'), ('Stop2End', 'NN')]",23.0
386,387,88022,Trump,"BREAKING: Pres Trump filed a LAWSUIT against Facebook, Twitter & Google. We're sending him a list of all patriots who step up! Donate: bit.ly/2TJaaLn

Stop2End",2021-07-07 20:28:13.424606976,July,Wednesday,7,7,20,2,27,2021,0.0,0.0,0.109,0.891,0.0,-0.4451,"['breaking', 'pres trump', 'lawsuit', 'facebook', 'twitter', 'google', 'donate', 'stop2end']","[('BREAKING', 'NN'), ('Pres', 'NNS'), ('Trump', 'NNP'), ('filed', 'VBD'), ('a', 'DT'), ('LAWSUIT', 'NN'), ('against', 'IN'), ('Facebook', 'NNP'), ('Twitter', 'NNP'), ('&', 'CC'), ('Google', 'NNP'), ('We', 'PRP'), (""'re"", 'VBP'), ('sending', 'VBG'), ('him', 'PRP'), ('a', 'DT'), ('list', 'NN'), ('of', 'IN'), ('all', 'DT'), ('patriots', 'NNS'), ('who', 'WP'), ('step', 'VBP'), ('up', 'RB'), ('Donate', 'NN'), ('bit.ly/2TJaaLn', 'NN'), ('Stop2End', 'NN')]",25.0
387,388,88022,Trump,"Pres Trump: Did you watch my press conference? I filed a LAWSUIT against Facebook, Twitter & Google. 500%-IMPACT! Stand with me now: bit.ly/3dRDXbJ

Stop2End",2021-07-07 23:59:47.939821952,July,Wednesday,7,7,23,2,27,2021,0.0,0.0,0.113,0.887,0.0,-0.4451,"['pres trump', 'press conference', 'lawsuit', 'facebook', 'twitter', 'google', '% -impact', 'stand', 'stop2end']","[('Pres', 'NNS'), ('Trump', 'NNP'), ('Did', 'NNP'), ('you', 'PRP'), ('watch', 'VB'), ('my', 'PRP$'), ('press', 'NN'), ('conference', 'NN'), ('I', 'PRP'), ('filed', 'VBD'), ('a', 'DT'), ('LAWSUIT', 'NN'), ('against', 'IN'), ('Facebook', 'NNP'), ('Twitter', 'NNP'), ('&', 'CC'), ('Google', 'NNP'), ('500', 'CD'), ('%', 'NN'), ('-IMPACT', 'NN'), ('Stand', 'NN'), ('with', 'IN'), ('me', 'PRP'), ('now', 'RB'), ('bit.ly/3dRDXbJ', 'NN'), ('Stop2End', 'NN')]",24.0
388,389,88022,Trump,"Pres. Trump: I AM SUING FACEBOOK, TWITTER & GOOGLE!

It's BIG TECH vs YOU!

Will you fight with me? Get on the donor list! 5X-IMPACT: bit.ly/3xrPUwl

Stop2End",2021-07-08 16:11:59.141250048,July,Thursday,7,8,16,3,27,2021,0.0,0.1,0.202,0.798,0.0,-0.7437,"['pres', 'trump', 'suing facebook', 'twitter', 'google', 'big tech', 'you', 'will', 'donor list', 'stop2end']","[('Pres', 'NNS'), ('Trump', 'NN'), ('I', 'PRP'), ('AM', 'VBP'), ('SUING', 'VBG'), ('FACEBOOK', 'NNP'), ('TWITTER', 'NNP'), ('&', 'CC'), ('GOOGLE', 'NNP'), ('It', 'PRP'), (""'s"", 'VBZ'), ('BIG', 'NNP'), ('TECH', 'NNP'), ('vs', 'NN'), ('YOU', 'NN'), ('Will', 'MD'), ('you', 'PRP'), ('fight', 'VB'), ('with', 'IN'), ('me', 'PRP'), ('Get', 'VB'), ('on', 'IN'), ('the', 'DT'), ('donor', 'JJ'), ('list', 'NN'), ('5X-IMPACT', 'JJ'), ('bit.ly/3xrPUwl', 'NN'), ('Stop2End', 'NN')]",27.0
389,390,88022,Trump,"CONFIDENTIAL PRESIDENTIAL SPEECH PREP

Pres Trump will review the FIRST 100 responses. Make sure he sees YOURS. Take the survey NOW: bit.ly/3hmTnXw

Stop2End",2021-07-08 22:54:17.238395008,July,Thursday,7,8,22,3,27,2021,0.375,0.611111111111111,0.0,0.905,0.095,0.3182,"['confidential presidential speech prep pres trump', 'first', 'yours', 'now', 'stop2end']","[('CONFIDENTIAL', 'NNP'), ('PRESIDENTIAL', 'NNP'), ('SPEECH', 'NNP'), ('PREP', 'NNP'), ('Pres', 'NNP'), ('Trump', 'NNP'), ('will', 'MD'), ('review', 'VB'), ('the', 'DT'), ('FIRST', 'NNP'), ('100', 'CD'), ('responses', 'NNS'), ('Make', 'NNP'), ('sure', 'NN'), ('he', 'PRP'), ('sees', 'VBZ'), ('YOURS', 'NNP'), ('Take', 'VB'), ('the', 'DT'), ('survey', 'NN'), ('NOW', 'NNP'), ('bit.ly/3hmTnXw', 'NN'), ('Stop2End', 'NN')]",23.0
390,391,88022,Trump,"Pres Trump: Our lawsuit against Facebook, Twitter & Google is just the beginning. Are you ready to STAND WITH ME? More info here >> bit.ly/3yPFJ5h

Stop2End",2021-07-09 01:02:59.564412032,July,Friday,7,9,1,4,27,2021,0.35,0.5,0.067,0.845,0.088,0.1531,"['pres trump', 'facebook', 'twitter', 'google', 'stand with me', '> > bit.ly/3ypfj5h', 'stop2end']","[('Pres', 'NNS'), ('Trump', 'VBP'), ('Our', 'PRP$'), ('lawsuit', 'NN'), ('against', 'IN'), ('Facebook', 'NNP'), ('Twitter', 'NNP'), ('&', 'CC'), ('Google', 'NNP'), ('is', 'VBZ'), ('just', 'RB'), ('the', 'DT'), ('beginning', 'NN'), ('Are', 'NNP'), ('you', 'PRP'), ('ready', 'JJ'), ('to', 'TO'), ('STAND', 'VB'), ('WITH', 'NNP'), ('ME', 'NNP'), ('More', 'RBR'), ('info', 'NN'), ('here', 'RB'), ('>', 'NNP'), ('>', 'NNP'), ('bit.ly/3yPFJ5h', 'VBD'), ('Stop2End', 'NNP')]",26.0
391,392,43367,Biden,"It's Kamala. Yesterday, I announced a new $25 million DNC campaign to protect the right to vote. Can you chip in $20 now? txt.democrats.org/nys
 
STOP2quit",2021-07-09 15:32:45.811105024,July,Friday,7,9,15,4,27,2021,0.211038961038961,0.49512987012987,0.0,0.902,0.098,0.3818,"['kamala', 'yesterday', 'new $', 'dnc', 'stop2quit']","[('It', 'PRP'), (""'s"", 'VBZ'), ('Kamala', 'NNP'), ('Yesterday', 'NN'), ('I', 'PRP'), ('announced', 'VBD'), ('a', 'DT'), ('new', 'JJ'), ('25', 'CD'), ('million', 'CD'), ('DNC', 'NNP'), ('campaign', 'NN'), ('to', 'TO'), ('protect', 'VB'), ('the', 'DT'), ('right', 'NN'), ('to', 'TO'), ('vote', 'VB'), ('Can', 'MD'), ('you', 'PRP'), ('chip', 'NN'), ('in', 'IN'), ('20', 'CD'), ('now', 'RB'), ('txt.democrats.org/nys', 'NN'), ('STOP2quit', 'NN')]",25.0
392,393,88022,Trump,"Did you see that President Trump is SUING Facebook, Twitter & Google? He's calling on YOU to stand with him. Donate for 500%-IMPACT: bit.ly/3k9VS0W

Stop2End",2021-07-09 19:56:43.391942016,July,Friday,7,9,19,4,27,2021,0.0,0.0,0.106,0.894,0.0,-0.4278,"['trump', 'suing facebook', 'twitter', 'google', 'you', 'donate', '% -impact', 'stop2end']","[('Did', 'NNP'), ('you', 'PRP'), ('see', 'VBP'), ('that', 'IN'), ('President', 'NNP'), ('Trump', 'NNP'), ('is', 'VBZ'), ('SUING', 'NNP'), ('Facebook', 'NNP'), ('Twitter', 'NNP'), ('&', 'CC'), ('Google', 'NNP'), ('He', 'PRP'), (""'s"", 'VBZ'), ('calling', 'VBG'), ('on', 'IN'), ('YOU', 'NNP'), ('to', 'TO'), ('stand', 'VB'), ('with', 'IN'), ('him', 'PRP'), ('Donate', 'NNP'), ('for', 'IN'), ('500', 'CD'), ('%', 'NN'), ('-IMPACT', 'NN'), ('bit.ly/3k9VS0W', 'NN'), ('Stop2End', 'NN')]",25.0
393,394,88022,Trump,"Pres Trump: I'm heading to TEXAS on Sunday to deliver an EPIC speech at CPAC. Will you help me prepare? Submit your response NOW: bit.ly/2TQTW2P

Stop2End",2021-07-09 22:38:35.142496000,July,Friday,7,9,22,4,27,2021,0.1,0.4,0.0,0.903,0.097,0.4019,"['pres trump', 'texas', 'epic', 'cpac', 'will', 'submit', 'now', 'stop2end']","[('Pres', 'NNS'), ('Trump', 'VBP'), ('I', 'PRP'), (""'m"", 'VBP'), ('heading', 'VBG'), ('to', 'TO'), ('TEXAS', 'NNP'), ('on', 'IN'), ('Sunday', 'NNP'), ('to', 'TO'), ('deliver', 'VB'), ('an', 'DT'), ('EPIC', 'NNP'), ('speech', 'NN'), ('at', 'IN'), ('CPAC', 'NNP'), ('Will', 'MD'), ('you', 'PRP'), ('help', 'VB'), ('me', 'PRP'), ('prepare', 'VB'), ('Submit', 'VB'), ('your', 'PRP$'), ('response', 'NN'), ('NOW', 'NN'), ('bit.ly/2TQTW2P', 'NN'), ('Stop2End', 'NN')]",26.0
394,395,88022,Trump,"Before Pres Trump gets on stage for his speech tomorrow, he'll check a list of donors who stepped up. Will he see your name? Donate: bit.ly/3jZsL0C

Stop2End",2021-07-10 16:35:34.609344896,July,Saturday,7,10,16,5,27,2021,0.0,0.0,0.0,1.0,0.0,0.0,"['pres trump', ""'ll check"", 'will', 'donate', 'stop2end']","[('Before', 'IN'), ('Pres', 'NNS'), ('Trump', 'NNP'), ('gets', 'VBZ'), ('on', 'IN'), ('stage', 'NN'), ('for', 'IN'), ('his', 'PRP$'), ('speech', 'NN'), ('tomorrow', 'NN'), ('he', 'PRP'), (""'ll"", 'MD'), ('check', 'VB'), ('a', 'DT'), ('list', 'NN'), ('of', 'IN'), ('donors', 'NNS'), ('who', 'WP'), ('stepped', 'VBD'), ('up', 'RP'), ('Will', 'MD'), ('he', 'PRP'), ('see', 'VB'), ('your', 'PRP$'), ('name', 'NN'), ('Donate', 'NN'), ('bit.ly/3jZsL0C', 'NN'), ('Stop2End', 'NN')]",27.0
395,396,88022,Trump,"Pres Trump: I need YOUR INPUT. I am giving a HUGE speech in Texas TOMORROW. I'll look for your response in 10 MINUTES! Take Survey: bit.ly/3xo4zbX

Stop2End",2021-07-10 22:44:22.489485952,July,Saturday,7,10,22,5,27,2021,0.5,0.9,0.0,0.814,0.186,0.6932,"['pres trump', 'your input', 'huge', 'texas tomorrow', ""'ll look"", 'minutes', 'survey', 'stop2end']","[('Pres', 'NNS'), ('Trump', 'VBP'), ('I', 'PRP'), ('need', 'VBP'), ('YOUR', 'JJ'), ('INPUT', 'NNP'), ('I', 'PRP'), ('am', 'VBP'), ('giving', 'VBG'), ('a', 'DT'), ('HUGE', 'NNP'), ('speech', 'NN'), ('in', 'IN'), ('Texas', 'NNP'), ('TOMORROW', 'NNP'), ('I', 'PRP'), (""'ll"", 'MD'), ('look', 'VB'), ('for', 'IN'), ('your', 'PRP$'), ('response', 'NN'), ('in', 'IN'), ('10', 'CD'), ('MINUTES', 'NN'), ('Take', 'VB'), ('Survey', 'NN'), ('bit.ly/3xo4zbX', 'NN'), ('Stop2End', 'NN')]",27.0
396,397,88022,Trump,"URGENT - We're saving YOU the #1 spot on Pres Trump's Donor List if you step up before he gets on stage in Texas. HURRY! Donate: bit.ly/3xFGU6M

Stop2End",2021-07-11 16:36:06.456951936,July,Sunday,7,11,16,6,27,2021,0.0,0.0,0.0,0.905,0.095,0.4263,"['urgent', 'you', 'pres trump', 'donor list', 'texas', 'hurry', 'donate', 'stop2end']","[('URGENT', 'NNP'), ('We', 'PRP'), (""'re"", 'VBP'), ('saving', 'VBG'), ('YOU', 'NNP'), ('the', 'DT'), ('1', 'CD'), ('spot', 'NN'), ('on', 'IN'), ('Pres', 'NNP'), ('Trump', 'NNP'), (""'s"", 'POS'), ('Donor', 'NNP'), ('List', 'NNP'), ('if', 'IN'), ('you', 'PRP'), ('step', 'VBP'), ('up', 'RB'), ('before', 'IN'), ('he', 'PRP'), ('gets', 'VBZ'), ('on', 'IN'), ('stage', 'NN'), ('in', 'IN'), ('Texas', 'NNP'), ('HURRY', 'NN'), ('Donate', 'NN'), ('bit.ly/3xFGU6M', 'NN'), ('Stop2End', 'NN')]",28.0
397,398,88022,Trump,"Pres Trump asked you to step up & you DECLINED, Corey? 1 MORE CHANCE to stand with him before his speech in Texas. Donate NOW: bit.ly/3hqLmAQ

Stop2End",2021-07-11 20:18:16.244366080,July,Sunday,7,11,20,6,27,2021,0.5,0.5,0.0,0.874,0.126,0.5802,"['pres trump', 'declined', 'corey', 'more chance', 'texas', 'donate now', 'stop2end']","[('Pres', 'NNS'), ('Trump', 'NNP'), ('asked', 'VBD'), ('you', 'PRP'), ('to', 'TO'), ('step', 'VB'), ('up', 'RP'), ('&', 'CC'), ('you', 'PRP'), ('DECLINED', 'VBP'), ('Corey', 'NNP'), ('1', 'CD'), ('MORE', 'JJR'), ('CHANCE', 'NNP'), ('to', 'TO'), ('stand', 'VB'), ('with', 'IN'), ('him', 'PRP'), ('before', 'IN'), ('his', 'PRP$'), ('speech', 'NN'), ('in', 'IN'), ('Texas', 'NNP'), ('Donate', 'NN'), ('NOW', 'NN'), ('bit.ly/3hqLmAQ', 'NN'), ('Stop2End', 'NN')]",27.0
398,399,88022,Trump,"Pres Trump: It was GREAT to be back in Texas & with REAL Patriots at CPAC. I've activated a 400%-IMPACT for 1 HOUR! Donate & claim: bit.ly/3hUlJrd

Stop2End",2021-07-12 00:40:38.165920000,July,Monday,7,12,0,0,28,2021,0.35,0.35,0.0,0.84,0.16,0.729,"['pres trump', 'great', 'texas', 'real patriots', 'cpac', '% -impact', 'hour', 'donate', 'stop2end']","[('Pres', 'NNS'), ('Trump', 'VBP'), ('It', 'PRP'), ('was', 'VBD'), ('GREAT', 'NNP'), ('to', 'TO'), ('be', 'VB'), ('back', 'RB'), ('in', 'IN'), ('Texas', 'NNP'), ('&', 'CC'), ('with', 'IN'), ('REAL', 'JJ'), ('Patriots', 'NNS'), ('at', 'IN'), ('CPAC', 'NNP'), ('I', 'PRP'), (""'ve"", 'VBP'), ('activated', 'VBN'), ('a', 'DT'), ('400', 'CD'), ('%', 'NN'), ('-IMPACT', 'NN'), ('for', 'IN'), ('1', 'CD'), ('HOUR', 'NN'), ('Donate', 'NNP'), ('&', 'CC'), ('claim', 'NN'), ('bit.ly/3hUlJrd', 'NN'), ('Stop2End', 'NN')]",28.0
399,400,43367,Biden,"Jaime here! As one of the DNC's best donors, I'd love to hear your vision for the party. Join the DNC's advisory board today: txt.democrats.org/vkh
 
STOP2quit",2021-07-12 17:29:56.719411968,July,Monday,7,12,17,0,28,2021,0.75,0.45,0.0,0.574,0.426,0.9392,"['jaime', 'dnc', 'join', 'dnc', ""'s advisory board"", 'stop2quit']","[('Jaime', 'RB'), ('here', 'RB'), ('As', 'IN'), ('one', 'CD'), ('of', 'IN'), ('the', 'DT'), ('DNC', 'NNP'), (""'s"", 'POS'), ('best', 'JJS'), ('donors', 'NNS'), ('I', 'PRP'), (""'d"", 'MD'), ('love', 'VB'), ('to', 'TO'), ('hear', 'VB'), ('your', 'PRP$'), ('vision', 'NN'), ('for', 'IN'), ('the', 'DT'), ('party', 'NN'), ('Join', 'VB'), ('the', 'DT'), ('DNC', 'NNP'), (""'s"", 'POS'), ('advisory', 'JJ'), ('board', 'NN'), ('today', 'NN'), ('txt.democrats.org/vkh', 'NN'), ('STOP2quit', 'NN')]",26.0
400,401,88022,Trump,"Don Jr: I am so proud of my father - he's SUING Facebook, Twitter & Google for UNCONSTITUTIONAL CENSORSHIP. Donate NOW for 5X-IMPACT: bit.ly/3AWGKdy

Stop2End",2021-07-12 19:36:14.420508032,July,Monday,7,12,19,0,28,2021,0.8,1.0,0.095,0.771,0.134,0.2865,"['don jr', 'suing facebook', 'twitter', 'google', 'unconstitutional censorship', 'donate now', 'stop2end']","[('Don', 'NNP'), ('Jr', 'NNP'), ('I', 'PRP'), ('am', 'VBP'), ('so', 'RB'), ('proud', 'JJ'), ('of', 'IN'), ('my', 'PRP$'), ('father', 'NN'), ('he', 'PRP'), (""'s"", 'VBZ'), ('SUING', 'JJ'), ('Facebook', 'NNP'), ('Twitter', 'NNP'), ('&', 'CC'), ('Google', 'NNP'), ('for', 'IN'), ('UNCONSTITUTIONAL', 'NNP'), ('CENSORSHIP', 'NNP'), ('Donate', 'NNP'), ('NOW', 'NNP'), ('for', 'IN'), ('5X-IMPACT', 'JJ'), ('bit.ly/3AWGKdy', 'NN'), ('Stop2End', 'NN')]",25.0
401,402,88022,Trump,"You hit the jackpot, Corey! Pres Trump signed (1) of his FAVORITE rally photos for YOU only. You have 10 MINUTES! Claim NOW: bit.ly/3yDknHX

Stop2End",2021-07-12 23:43:37.693874944,July,Monday,7,12,23,0,28,2021,0.25,1.0,0.0,0.848,0.152,0.6505,"['corey', 'pres trump', 'favorite', 'rally photos', 'you', 'minutes', 'claim now', 'stop2end']","[('You', 'PRP'), ('hit', 'VBP'), ('the', 'DT'), ('jackpot', 'NN'), ('Corey', 'NNP'), ('Pres', 'NNS'), ('Trump', 'NNP'), ('signed', 'VBD'), ('1', 'CD'), ('of', 'IN'), ('his', 'PRP$'), ('FAVORITE', 'NNP'), ('rally', 'NN'), ('photos', 'NNS'), ('for', 'IN'), ('YOU', 'NNP'), ('only', 'RB'), ('You', 'PRP'), ('have', 'VBP'), ('10', 'CD'), ('MINUTES', 'NNS'), ('Claim', 'NN'), ('NOW', 'NNP'), ('bit.ly/3yDknHX', 'NN'), ('Stop2End', 'NN')]",25.0
