,SmsId,SenderPhoneNumber,Sender,text,timestamp,month_name,day_name,month,day,hour,weekday,week,year,polarity,subjectivity,negativity,neutrality,positivity,compound,nouns,tags,word_count
0,1,43367,Biden,"Are our records correct?
2020 total: $0
2020 gifts: 0
Days until E-Day: 49
Donate $10 to get Dems across the finish line: https://txt.democrats.org/9vs",2020-09-15 13:58:40.999425024,September,Tuesday,9,15,13,1,38,2020,0.0,0.75,0.0,1.0,0.0,0.0,"['e-day', 'donate', 'dems', 'finish line']","[('Are', 'NNP'), ('our', 'PRP$'), ('records', 'NNS'), ('correct', 'VB'), ('2020', 'CD'), ('total', 'NN'), ('0', 'CD'), ('2020', 'CD'), ('gifts', 'NNS'), ('0', 'CD'), ('Days', 'NNS'), ('until', 'IN'), ('E-Day', 'NNP'), ('49', 'CD'), ('Donate', 'NNP'), ('10', 'CD'), ('to', 'TO'), ('get', 'VB'), ('Dems', 'NNP'), ('across', 'IN'), ('the', 'DT'), ('finish', 'JJ'), ('line', 'NN'), ('https', 'NN'), ('//txt.democrats.org/9vs', 'NN')]",24.0
1,2,43367,Biden,"DNC HQ: How will you vote?
Reply A, B, or C:

A. Vote-By-Mail
B. Vote In Person
C. I need to check my voter registration

Reply STOP to quit",2020-09-16 15:02:49.756412032,September,Wednesday,9,16,15,2,38,2020,0.0,0.0,0.095,0.905,0.0,-0.4466,"['dnc hq', 'reply', 'a. vote-by-mail', 'vote', 'c.', 'voter registration', 'reply stop']","[('DNC', 'NNP'), ('HQ', 'NNP'), ('How', 'WRB'), ('will', 'MD'), ('you', 'PRP'), ('vote', 'VB'), ('Reply', 'VB'), ('A', 'NNP'), ('B', 'NNP'), ('or', 'CC'), ('C', 'NNP'), ('A.', 'NN'), ('Vote-By-Mail', 'NNP'), ('B', 'NNP'), ('Vote', 'NN'), ('In', 'IN'), ('Person', 'NNP'), ('C.', 'NNP'), ('I', 'PRP'), ('need', 'VBP'), ('to', 'TO'), ('check', 'VB'), ('my', 'PRP$'), ('voter', 'NN'), ('registration', 'NN'), ('Reply', 'NNP'), ('STOP', 'NNP'), ('to', 'TO'), ('quit', 'VB')]",29.0
2,3,43367,Biden,B.,2020-09-16 16:40:23.542932992,September,Wednesday,9,16,16,2,38,2020,0.0,0.0,0.0,1.0,0.0,0.0,[],"[('B', 'NNP')]",1.0
3,4,43367,Biden,Great! We will reach out by text to let you know when early voting & polling place info is available.,2020-09-16 16:40:25.853177984,September,Wednesday,9,16,16,2,38,2020,0.5,0.483333333333333,0.0,0.766,0.234,0.6696,['place info'],"[('Great', 'NN'), ('We', 'PRP'), ('will', 'MD'), ('reach', 'VB'), ('out', 'RP'), ('by', 'IN'), ('text', 'NN'), ('to', 'TO'), ('let', 'VB'), ('you', 'PRP'), ('know', 'VB'), ('when', 'WRB'), ('early', 'JJ'), ('voting', 'NN'), ('&', 'CC'), ('polling', 'NN'), ('place', 'NN'), ('info', 'NN'), ('is', 'VBZ'), ('available', 'JJ')]",20.0
4,5,43367,Biden,DNC HQ: McConnell has promised to fill this Supreme Court seat. We want to hear directly from you. Join our focus group now: txt.democrats.org/b98f7,2020-09-20 17:14:53.951938048,September,Sunday,9,20,17,6,38,2020,0.1,0.4,0.0,0.661,0.339,0.85,"['dnc hq', 'mcconnell', 'supreme court seat', 'join', 'focus group']","[('DNC', 'NNP'), ('HQ', 'NNP'), ('McConnell', 'NNP'), ('has', 'VBZ'), ('promised', 'VBN'), ('to', 'TO'), ('fill', 'VB'), ('this', 'DT'), ('Supreme', 'NNP'), ('Court', 'NNP'), ('seat', 'NN'), ('We', 'PRP'), ('want', 'VBP'), ('to', 'TO'), ('hear', 'VB'), ('directly', 'RB'), ('from', 'IN'), ('you', 'PRP'), ('Join', 'VB'), ('our', 'PRP$'), ('focus', 'NN'), ('group', 'NN'), ('now', 'RB'), ('txt.democrats.org/b98f7', 'NN')]",24.0
5,6,43367,Biden,"￼DNC HQ: Did you read President Obama's email? With just over five weeks left in this election, time is running out to make a difference in important races nationwide.

Make your first donation this cycle to the Democratic Unity Fund to support Democrats before Wednesday's end-of-quarter deadline: txt.democrats.org/zkk",2020-09-27 22:37:47.142160000,September,Sunday,9,27,22,6,39,2020,0.216666666666667,0.444444444444444,0.0,0.911,0.089,0.5423,"['hq', 'obama', ""'s email"", 'unity', ""'s end-of-quarter deadline""]","[('￼DNC', 'JJ'), ('HQ', 'NNP'), ('Did', 'NNP'), ('you', 'PRP'), ('read', 'VB'), ('President', 'NNP'), ('Obama', 'NNP'), (""'s"", 'POS'), ('email', 'NN'), ('With', 'IN'), ('just', 'RB'), ('over', 'IN'), ('five', 'CD'), ('weeks', 'NNS'), ('left', 'VBN'), ('in', 'IN'), ('this', 'DT'), ('election', 'NN'), ('time', 'NN'), ('is', 'VBZ'), ('running', 'VBG'), ('out', 'RP'), ('to', 'TO'), ('make', 'VB'), ('a', 'DT'), ('difference', 'NN'), ('in', 'IN'), ('important', 'JJ'), ('races', 'NNS'), ('nationwide', 'JJ'), ('Make', 'VB'), ('your', 'PRP$'), ('first', 'JJ'), ('donation', 'NN'), ('this', 'DT'), ('cycle', 'NN'), ('to', 'TO'), ('the', 'DT'), ('Democratic', 'JJ'), ('Unity', 'NNP'), ('Fund', 'NNP'), ('to', 'TO'), ('support', 'VB'), ('Democrats', 'NNPS'), ('before', 'IN'), ('Wednesday', 'NNP'), (""'s"", 'POS'), ('end-of-quarter', 'JJ'), ('deadline', 'NN'), ('txt.democrats.org/zkk', 'NN')]",48.0
6,7,43367,Biden,"DNC HQ: Democrats can't win without you.

Name: On file
2020 total: $0

Donate $10 for the first time this year before our midnight deadline: txt.democrats.org/gjt",2020-09-30 15:36:55.774612992,September,Wednesday,9,30,15,2,40,2020,0.35,0.494444444444444,0.109,0.891,0.0,-0.4717,"['dnc hq', ""ca n't"", 'name', 'donate', 'midnight deadline']","[('DNC', 'NNP'), ('HQ', 'NNP'), ('Democrats', 'NNPS'), ('ca', 'MD'), (""n't"", 'RB'), ('win', 'VB'), ('without', 'IN'), ('you', 'PRP'), ('Name', 'NN'), ('On', 'IN'), ('file', 'NN'), ('2020', 'CD'), ('total', 'NN'), ('0', 'CD'), ('Donate', 'NNP'), ('10', 'CD'), ('for', 'IN'), ('the', 'DT'), ('first', 'JJ'), ('time', 'NN'), ('this', 'DT'), ('year', 'NN'), ('before', 'IN'), ('our', 'PRP$'), ('midnight', 'NN'), ('deadline', 'NN'), ('txt.democrats.org/gjt', 'NN')]",26.0
7,8,43367,Biden,Don't miss out! Join Pres. Obama for a special event tomorrow at 5:15 p.m. ET! Donate any amount and we'll send you the link: txt.democrats.org/414fe -Jess,2020-10-01 15:16:45.414608896,October,Thursday,10,1,15,3,40,2020,0.446428571428571,0.571428571428571,0.064,0.777,0.16,0.4291,"['join pres', 'obama', 'special event', 'et', 'donate', 'txt.democrats.org/414fe -jess']","[('Do', 'VBP'), (""n't"", 'RB'), ('miss', 'VB'), ('out', 'RP'), ('Join', 'NNP'), ('Pres', 'NNP'), ('Obama', 'NNP'), ('for', 'IN'), ('a', 'DT'), ('special', 'JJ'), ('event', 'NN'), ('tomorrow', 'NN'), ('at', 'IN'), ('5:15', 'CD'), ('p.m', 'NN'), ('ET', 'NN'), ('Donate', 'NNP'), ('any', 'DT'), ('amount', 'NN'), ('and', 'CC'), ('we', 'PRP'), (""'ll"", 'MD'), ('send', 'VB'), ('you', 'PRP'), ('the', 'DT'), ('link', 'NN'), ('txt.democrats.org/414fe', 'NN'), ('-Jess', 'NN')]",26.0
8,9,43367,Biden,"DNC HQ: Since you haven't donated this year, we want to hear directly from you. With a month left in this race, will you take our survey? txt.democrats.org/9sc",2020-10-04 19:10:48.001283072,October,Sunday,10,4,19,6,40,2020,0.05,0.2,0.0,0.954,0.046,0.0772,['dnc hq'],"[('DNC', 'NNP'), ('HQ', 'NNP'), ('Since', 'IN'), ('you', 'PRP'), ('have', 'VBP'), (""n't"", 'RB'), ('donated', 'VBN'), ('this', 'DT'), ('year', 'NN'), ('we', 'PRP'), ('want', 'VBP'), ('to', 'TO'), ('hear', 'VB'), ('directly', 'RB'), ('from', 'IN'), ('you', 'PRP'), ('With', 'IN'), ('a', 'DT'), ('month', 'NN'), ('left', 'VBD'), ('in', 'IN'), ('this', 'DT'), ('race', 'NN'), ('will', 'MD'), ('you', 'PRP'), ('take', 'VB'), ('our', 'PRP$'), ('survey', 'NN'), ('txt.democrats.org/9sc', 'NN')]",28.0
9,10,43367,Biden,"DNC HQ: With 24 days to the election, there's a powerful role for you to play. Reply START to choose how you'll take action. 

Reply STOP to quit",2020-10-10 16:06:24.969916032,October,Saturday,10,10,16,5,41,2020,0.2,0.55,0.089,0.755,0.157,0.3109,"['dnc hq', 'powerful role', 'reply start', 'reply stop']","[('DNC', 'NNP'), ('HQ', 'NNP'), ('With', 'IN'), ('24', 'CD'), ('days', 'NNS'), ('to', 'TO'), ('the', 'DT'), ('election', 'NN'), ('there', 'EX'), (""'s"", 'VBZ'), ('a', 'DT'), ('powerful', 'JJ'), ('role', 'NN'), ('for', 'IN'), ('you', 'PRP'), ('to', 'TO'), ('play', 'VB'), ('Reply', 'NNP'), ('START', 'NNP'), ('to', 'TO'), ('choose', 'VB'), ('how', 'WRB'), ('you', 'PRP'), (""'ll"", 'MD'), ('take', 'VB'), ('action', 'NN'), ('Reply', 'NNP'), ('STOP', 'NNP'), ('to', 'TO'), ('quit', 'VB')]",28.0
10,11,43367,Biden,START,2020-10-10 16:45:25.034787072,October,Saturday,10,10,16,5,41,2020,0.0,0.0,0.0,1.0,0.0,0.0,['start'],"[('START', 'NN')]",1.0
11,12,43367,Biden,"There are lots of ways to make an impact -- reply A, B, or C to choose the one that works for you.
A. Send texts
B. Make calls 
C. Join a virtual event",2020-10-10 16:45:30.987390080,October,Saturday,10,10,16,5,41,2020,0.0,0.0,0.0,0.937,0.062,0.296,"['texts b', 'c. join', 'virtual event']","[('There', 'EX'), ('are', 'VBP'), ('lots', 'NNS'), ('of', 'IN'), ('ways', 'NNS'), ('to', 'TO'), ('make', 'VB'), ('an', 'DT'), ('impact', 'NN'), ('reply', 'VB'), ('A', 'NNP'), ('B', 'NNP'), ('or', 'CC'), ('C', 'NNP'), ('to', 'TO'), ('choose', 'VB'), ('the', 'DT'), ('one', 'NN'), ('that', 'WDT'), ('works', 'VBZ'), ('for', 'IN'), ('you', 'PRP'), ('A', 'DT'), ('Send', 'NNP'), ('texts', 'NN'), ('B', 'NNP'), ('Make', 'NNP'), ('calls', 'VBZ'), ('C.', 'NNP'), ('Join', 'NNP'), ('a', 'DT'), ('virtual', 'JJ'), ('event', 'NN')]",34.0
12,13,43367,Biden,A.,2020-10-10 16:49:47.759250048,October,Saturday,10,10,16,5,41,2020,0.0,0.0,0.0,1.0,0.0,0.0,[],"[('A', 'DT')]",1.0
13,14,43367,Biden,"We're texting voters in critical battlegrounds and it couldn't be more important. Get started (& invite your friends to join too!):

txt.democrats.org/text",2020-10-10 16:49:48.781510912,October,Saturday,10,10,16,5,41,2020,0.333333333333333,0.766666666666667,0.198,0.554,0.249,0.3576,['critical battlegrounds'],"[('We', 'PRP'), (""'re"", 'VBP'), ('texting', 'VBG'), ('voters', 'NNS'), ('in', 'IN'), ('critical', 'JJ'), ('battlegrounds', 'NNS'), ('and', 'CC'), ('it', 'PRP'), ('could', 'MD'), (""n't"", 'RB'), ('be', 'VB'), ('more', 'RBR'), ('important', 'JJ'), ('Get', 'NNP'), ('started', 'VBD'), ('&', 'CC'), ('invite', 'VB'), ('your', 'PRP$'), ('friends', 'NNS'), ('to', 'TO'), ('join', 'VB'), ('too', 'RB'), ('txt.democrats.org/text', 'NN')]",22.0
14,15,43367,Biden,$10. That's all I'm asking you to chip in to help elect Democrats far and wide before the DNC's final FEC deadline. Donate: txt.democrats.org/0np -Jess,2020-10-13 19:37:33.083304960,October,Tuesday,10,13,19,1,42,2020,0.2,0.825,0.0,0.899,0.101,0.4019,"['dnc', 'fec', 'donate', 'txt.democrats.org/0np -jess']","[('10', 'CD'), ('That', 'DT'), (""'s"", 'VBZ'), ('all', 'DT'), ('I', 'PRP'), (""'m"", 'VBP'), ('asking', 'VBG'), ('you', 'PRP'), ('to', 'TO'), ('chip', 'NN'), ('in', 'IN'), ('to', 'TO'), ('help', 'VB'), ('elect', 'VB'), ('Democrats', 'NNPS'), ('far', 'RB'), ('and', 'CC'), ('wide', 'JJ'), ('before', 'IN'), ('the', 'DT'), ('DNC', 'NNP'), (""'s"", 'POS'), ('final', 'JJ'), ('FEC', 'NNP'), ('deadline', 'NN'), ('Donate', 'NN'), ('txt.democrats.org/0np', 'NN'), ('-Jess', 'NN')]",25.0
15,16,43367,Biden,"￼DNC HQ: With our final FEC deadline of this election tonight at midnight, Democrats up and down the ticket are counting on your support to power critical mobilization efforts. 

Will you make your first $10 donation of this election cycle before tonight's deadline to support Democrats nationwide? txt.democrats.org/c64",2020-10-15 02:28:48.224274048,October,Thursday,10,15,2,3,42,2020,0.0236111111111111,0.605555555555556,0.044,0.854,0.102,0.4767,"['hq', 'fec', 'critical mobilization efforts', 'will', 'election cycle', ""'s deadline""]","[('￼DNC', 'JJ'), ('HQ', 'NNP'), ('With', 'IN'), ('our', 'PRP$'), ('final', 'JJ'), ('FEC', 'NNP'), ('deadline', 'NN'), ('of', 'IN'), ('this', 'DT'), ('election', 'NN'), ('tonight', 'NN'), ('at', 'IN'), ('midnight', 'NN'), ('Democrats', 'NNPS'), ('up', 'RB'), ('and', 'CC'), ('down', 'IN'), ('the', 'DT'), ('ticket', 'NN'), ('are', 'VBP'), ('counting', 'VBG'), ('on', 'IN'), ('your', 'PRP$'), ('support', 'NN'), ('to', 'TO'), ('power', 'NN'), ('critical', 'JJ'), ('mobilization', 'NN'), ('efforts', 'NNS'), ('Will', 'MD'), ('you', 'PRP'), ('make', 'VB'), ('your', 'PRP$'), ('first', 'JJ'), ('10', 'CD'), ('donation', 'NN'), ('of', 'IN'), ('this', 'DT'), ('election', 'NN'), ('cycle', 'NN'), ('before', 'IN'), ('tonight', 'NN'), (""'s"", 'POS'), ('deadline', 'NN'), ('to', 'TO'), ('support', 'VB'), ('Democrats', 'NNPS'), ('nationwide', 'RB'), ('txt.democrats.org/c64', 'NN')]",48.0
16,17,43367,Biden,"DNC HQ: We're missing some of your contact info. With just two weeks left in this race, take a minute to complete your DNC profile: txt.democrats.org/wil",2020-10-16 17:14:33.825153920,October,Friday,10,16,17,4,42,2020,-0.0333333333333333,0.15,0.081,0.919,0.0,-0.296,"['dnc hq', 'contact info', 'dnc']","[('DNC', 'NNP'), ('HQ', 'NNP'), ('We', 'PRP'), (""'re"", 'VBP'), ('missing', 'VBG'), ('some', 'DT'), ('of', 'IN'), ('your', 'PRP$'), ('contact', 'NN'), ('info', 'NN'), ('With', 'IN'), ('just', 'RB'), ('two', 'CD'), ('weeks', 'NNS'), ('left', 'VBN'), ('in', 'IN'), ('this', 'DT'), ('race', 'NN'), ('take', 'VB'), ('a', 'DT'), ('minute', 'NN'), ('to', 'TO'), ('complete', 'VB'), ('your', 'PRP$'), ('DNC', 'NNP'), ('profile', 'NN'), ('txt.democrats.org/wil', 'NN')]",26.0
17,18,43367,Biden,"The final debate is just two days away, and we're running out of time to prepare. We need your input now more than ever. Please join the Official DNC Pre-Debate Focus Group now to share your thoughts before it's too late: txt.democrats.org/saw -- Jess",2020-10-20 19:35:44.079236992,October,Tuesday,10,20,19,1,43,2020,0.0666666666666667,0.7,0.0,0.855,0.145,0.7152,"['final debate', 'please', 'dnc pre-debate focus', 'jess']","[('The', 'DT'), ('final', 'JJ'), ('debate', 'NN'), ('is', 'VBZ'), ('just', 'RB'), ('two', 'CD'), ('days', 'NNS'), ('away', 'RB'), ('and', 'CC'), ('we', 'PRP'), (""'re"", 'VBP'), ('running', 'VBG'), ('out', 'IN'), ('of', 'IN'), ('time', 'NN'), ('to', 'TO'), ('prepare', 'VB'), ('We', 'PRP'), ('need', 'VBP'), ('your', 'PRP$'), ('input', 'NN'), ('now', 'RB'), ('more', 'RBR'), ('than', 'IN'), ('ever', 'RB'), ('Please', 'NNP'), ('join', 'VB'), ('the', 'DT'), ('Official', 'NNP'), ('DNC', 'NNP'), ('Pre-Debate', 'NNP'), ('Focus', 'NNP'), ('Group', 'NNP'), ('now', 'RB'), ('to', 'TO'), ('share', 'NN'), ('your', 'PRP$'), ('thoughts', 'NNS'), ('before', 'IN'), ('it', 'PRP'), (""'s"", 'VBZ'), ('too', 'RB'), ('late', 'JJ'), ('txt.democrats.org/saw', 'NN'), ('Jess', 'NN')]",44.0
18,19,43367,Biden,DNC HQ: The final debate of the election is just 10 hours away. Will you be tuning in? Reply YES to confirm!,2020-10-22 16:48:46.251517056,October,Thursday,10,22,16,3,43,2020,0.0,1.0,0.0,0.849,0.151,0.5754,"['dnc hq', 'final debate', 'will', 'reply yes']","[('DNC', 'NNP'), ('HQ', 'NNP'), ('The', 'DT'), ('final', 'JJ'), ('debate', 'NN'), ('of', 'IN'), ('the', 'DT'), ('election', 'NN'), ('is', 'VBZ'), ('just', 'RB'), ('10', 'CD'), ('hours', 'NNS'), ('away', 'RB'), ('Will', 'MD'), ('you', 'PRP'), ('be', 'VB'), ('tuning', 'VBG'), ('in', 'IN'), ('Reply', 'RB'), ('YES', 'NNP'), ('to', 'TO'), ('confirm', 'VB')]",22.0
19,20,43367,Biden,YES,2020-10-22 17:00:29.322860032,October,Thursday,10,22,17,3,43,2020,0.0,0.0,0.0,0.0,1.0,0.4019,['yes'],"[('YES', 'NN')]",1.0
20,21,43367,Biden,"That's great! Before the debate kicks off, will you chip in $10 to support Democrats up and down the ballot? txt.democrats.org/qnx",2020-10-22 17:00:33.914831104,October,Thursday,10,22,17,3,43,2020,0.422222222222222,0.519444444444444,0.0,0.728,0.272,0.7959,[],"[('That', 'DT'), (""'s"", 'VBZ'), ('great', 'JJ'), ('Before', 'IN'), ('the', 'DT'), ('debate', 'NN'), ('kicks', 'NNS'), ('off', 'RP'), ('will', 'MD'), ('you', 'PRP'), ('chip', 'NN'), ('in', 'IN'), ('10', 'CD'), ('to', 'TO'), ('support', 'VB'), ('Democrats', 'NNPS'), ('up', 'RB'), ('and', 'CC'), ('down', 'IN'), ('the', 'DT'), ('ballot', 'NN'), ('txt.democrats.org/qnx', 'NN')]",21.0
21,22,43367,Biden,DNC HQ: We must elect Democrats to every seat in every corner of our country in just 12 days. There is no alternative. Rush a $10 donation to help make that happen: txt.democrats.org/ru4,2020-10-23 01:26:06.455376000,October,Friday,10,23,1,4,43,2020,0.8,0.9,0.061,0.864,0.075,0.128,"['dnc hq', 'rush']","[('DNC', 'NNP'), ('HQ', 'NNP'), ('We', 'PRP'), ('must', 'MD'), ('elect', 'VB'), ('Democrats', 'NNPS'), ('to', 'TO'), ('every', 'DT'), ('seat', 'NN'), ('in', 'IN'), ('every', 'DT'), ('corner', 'NN'), ('of', 'IN'), ('our', 'PRP$'), ('country', 'NN'), ('in', 'IN'), ('just', 'RB'), ('12', 'CD'), ('days', 'NNS'), ('There', 'EX'), ('is', 'VBZ'), ('no', 'DT'), ('alternative', 'NN'), ('Rush', 'VB'), ('a', 'DT'), ('10', 'CD'), ('donation', 'NN'), ('to', 'TO'), ('help', 'VB'), ('make', 'VB'), ('that', 'DT'), ('happen', 'NN'), ('txt.democrats.org/ru4', 'NN')]",33.0
22,23,43367,Biden,DNC HQ: That's a wrap on the final debate of this election. With only 12 days left -- and folks already voting -- can you donate $10 now? txt.democrats.org/swy,2020-10-23 02:43:12.745163008,October,Friday,10,23,2,4,43,2020,0.0,0.666666666666667,0.0,1.0,0.0,0.0,"['dnc hq', 'final debate', 'donate $']","[('DNC', 'NNP'), ('HQ', 'NNP'), ('That', 'DT'), (""'s"", 'VBZ'), ('a', 'DT'), ('wrap', 'NN'), ('on', 'IN'), ('the', 'DT'), ('final', 'JJ'), ('debate', 'NN'), ('of', 'IN'), ('this', 'DT'), ('election', 'NN'), ('With', 'IN'), ('only', 'RB'), ('12', 'CD'), ('days', 'NNS'), ('left', 'VBN'), ('and', 'CC'), ('folks', 'NNS'), ('already', 'RB'), ('voting', 'VBG'), ('can', 'MD'), ('you', 'PRP'), ('donate', 'VB'), ('10', 'CD'), ('now', 'RB'), ('txt.democrats.org/swy', 'NN')]",29.0
23,24,43367,Biden,DNC HQ: It's Vote Early Day! People are voting across the country -- volunteer in these last critical days & help Democrats win. Join: txt.democrats.org/evd,2020-10-24 20:23:46.681414912,October,Saturday,10,24,20,5,43,2020,0.23125,0.391666666666667,0.071,0.65,0.278,0.7712,"['dnc hq', 'vote early', 'critical days', 'join']","[('DNC', 'NNP'), ('HQ', 'NNP'), ('It', 'PRP'), (""'s"", 'VBZ'), ('Vote', 'JJ'), ('Early', 'JJ'), ('Day', 'NN'), ('People', 'NNS'), ('are', 'VBP'), ('voting', 'VBG'), ('across', 'IN'), ('the', 'DT'), ('country', 'NN'), ('volunteer', 'NN'), ('in', 'IN'), ('these', 'DT'), ('last', 'JJ'), ('critical', 'JJ'), ('days', 'NNS'), ('&', 'CC'), ('help', 'NN'), ('Democrats', 'NNPS'), ('win', 'VBP'), ('Join', 'NN'), ('txt.democrats.org/evd', 'NN')]",25.0
24,25,43367,Biden,DNC HQ: Republicans just voted to confirm Amy Coney Barrett. Now we MUST hold them accountable at the ballot box. Rush $10 now: txt.democrats.org/ikp,2020-10-27 04:24:32.078745984,October,Tuesday,10,27,4,1,44,2020,0.0,0.0,0.0,1.0,0.0,0.0,"['dnc hq', 'amy coney barrett', 'must', 'ballot box', 'rush']","[('DNC', 'NNP'), ('HQ', 'NNP'), ('Republicans', 'NNPS'), ('just', 'RB'), ('voted', 'VBD'), ('to', 'TO'), ('confirm', 'VB'), ('Amy', 'NNP'), ('Coney', 'NNP'), ('Barrett', 'NNP'), ('Now', 'RB'), ('we', 'PRP'), ('MUST', 'VBP'), ('hold', 'VB'), ('them', 'PRP'), ('accountable', 'JJ'), ('at', 'IN'), ('the', 'DT'), ('ballot', 'NN'), ('box', 'NN'), ('Rush', 'NNP'), ('10', 'CD'), ('now', 'RB'), ('txt.democrats.org/ikp', 'NN')]",24.0
25,26,43367,Biden,"With one week left and one shot to win this election, will you make your first $10 donation of this year before our final deadline? txt.democrats.org/hfw -Jess",2020-10-27 16:58:28.127412992,October,Tuesday,10,27,16,1,44,2020,0.2625,0.433333333333333,0.0,0.872,0.128,0.5859,"['final deadline', 'txt.democrats.org/hfw -jess']","[('With', 'IN'), ('one', 'CD'), ('week', 'NN'), ('left', 'VBD'), ('and', 'CC'), ('one', 'CD'), ('shot', 'NN'), ('to', 'TO'), ('win', 'VB'), ('this', 'DT'), ('election', 'NN'), ('will', 'MD'), ('you', 'PRP'), ('make', 'VB'), ('your', 'PRP$'), ('first', 'JJ'), ('10', 'CD'), ('donation', 'NN'), ('of', 'IN'), ('this', 'DT'), ('year', 'NN'), ('before', 'IN'), ('our', 'PRP$'), ('final', 'JJ'), ('deadline', 'NN'), ('txt.democrats.org/hfw', 'NN'), ('-Jess', 'NN')]",27.0
26,27,43367,Biden,"Your DNC Record

2020 Donor: No.
Suggested donation: $10
With days left, rush a $10 donation before our final deadline Saturday: txt.democrats.org/ow9",2020-10-28 16:40:26.278849024,October,Wednesday,10,28,16,2,44,2020,0.0,0.5,0.0,1.0,0.0,0.0,"['your dnc record', 'donor', 'suggested', 'final deadline']","[('Your', 'PRP$'), ('DNC', 'NN'), ('Record', 'NN'), ('2020', 'CD'), ('Donor', 'NNP'), ('No', 'DT'), ('Suggested', 'VBN'), ('donation', 'NN'), ('10', 'CD'), ('With', 'IN'), ('days', 'NNS'), ('left', 'VBN'), ('rush', 'VB'), ('a', 'DT'), ('10', 'CD'), ('donation', 'NN'), ('before', 'IN'), ('our', 'PRP$'), ('final', 'JJ'), ('deadline', 'NN'), ('Saturday', 'NNP'), ('txt.democrats.org/ow9', 'NN')]",22.0
27,28,43367,Biden,"DNC HQ: From calling to texting to making sure your friends & family vote, there's a role in this fight for you. Make your impact: txt.democrats.org/a
STOP2Quit",2020-10-30 21:24:21.632540032,October,Friday,10,30,21,4,44,2020,0.5,0.888888888888889,0.093,0.741,0.167,0.34,"['dnc hq', 'family vote', 'stop2quit']","[('DNC', 'NNP'), ('HQ', 'NNP'), ('From', 'IN'), ('calling', 'VBG'), ('to', 'TO'), ('texting', 'VBG'), ('to', 'TO'), ('making', 'VBG'), ('sure', 'JJ'), ('your', 'PRP$'), ('friends', 'NNS'), ('&', 'CC'), ('family', 'NN'), ('vote', 'NN'), ('there', 'EX'), (""'s"", 'VBZ'), ('a', 'DT'), ('role', 'NN'), ('in', 'IN'), ('this', 'DT'), ('fight', 'NN'), ('for', 'IN'), ('you', 'PRP'), ('Make', 'VB'), ('your', 'PRP$'), ('impact', 'NN'), ('txt.democrats.org/a', 'NN'), ('STOP2Quit', 'NN')]",27.0
28,29,43367,Biden,"￼Did you see President Obama's email to top DNC supporters?  

We're coming up on a big deadline tomorrow -- our final of the election -- and we still need 14 more donors from your area to help reach our goal before then. Donate $10 now: txt.democrats.org/do2

With only four days left until Election Day, a contribution of $5, $7, or even $10 will go a long way in helping elect Democrats nationwide. Thank you!

Stop2Quit",2020-10-30 21:48:28.054881024,October,Friday,10,30,21,4,44,2020,0.24375,0.55,0.0,0.836,0.164,0.8883,"['obama', ""'s email"", 'dnc', 'big deadline', 'donate', 'election day', 'long way', 'thank', 'stop2quit']","[('￼Did', 'NN'), ('you', 'PRP'), ('see', 'VBP'), ('President', 'NNP'), ('Obama', 'NNP'), (""'s"", 'POS'), ('email', 'NN'), ('to', 'TO'), ('top', 'VB'), ('DNC', 'NNP'), ('supporters', 'NNS'), ('We', 'PRP'), (""'re"", 'VBP'), ('coming', 'VBG'), ('up', 'RP'), ('on', 'IN'), ('a', 'DT'), ('big', 'JJ'), ('deadline', 'NN'), ('tomorrow', 'NN'), ('our', 'PRP$'), ('final', 'JJ'), ('of', 'IN'), ('the', 'DT'), ('election', 'NN'), ('and', 'CC'), ('we', 'PRP'), ('still', 'RB'), ('need', 'VBP'), ('14', 'CD'), ('more', 'JJR'), ('donors', 'NNS'), ('from', 'IN'), ('your', 'PRP$'), ('area', 'NN'), ('to', 'TO'), ('help', 'VB'), ('reach', 'VB'), ('our', 'PRP$'), ('goal', 'NN'), ('before', 'IN'), ('then', 'RB'), ('Donate', 'NNP'), ('10', 'CD'), ('now', 'RB'), ('txt.democrats.org/do2', 'NN'), ('With', 'IN'), ('only', 'RB'), ('four', 'CD'), ('days', 'NNS'), ('left', 'VBN'), ('until', 'IN'), ('Election', 'NNP'), ('Day', 'NNP'), ('a', 'DT'), ('contribution', 'NN'), ('of', 'IN'), ('5', 'CD'), ('7', 'CD'), ('or', 'CC'), ('even', 'RB'), ('10', 'CD'), ('will', 'MD'), ('go', 'VB'), ('a', 'DT'), ('long', 'JJ'), ('way', 'NN'), ('in', 'IN'), ('helping', 'VBG'), ('elect', 'JJ'), ('Democrats', 'NNPS'), ('nationwide', 'RB'), ('Thank', 'NNP'), ('you', 'PRP'), ('Stop2Quit', 'NN')]",75.0
